31093	What would you say if you were in my place?	962329	Que dirais-tu à ma place ?
1773424	I don't really like her.	1774360	Je ne l'aime pas vraiment.
9159572	I'm gonna be honest with you.	9159627	Je vais être honnête avec toi.
1493522	Hey, you!	1495014	Hé, vous !
2835542	Charlie told Anna that he could predict the future.	3981664	Charlie a dit à Marie qu'il pouvait prédire l'avenir.
2237638	George said something.	9477500	George a dit quelque chose.
4823920	I need support.	4589379	J'ai besoin de soutien.
2026572	I want life to be the way it was before.	2026808	Je veux que la vie soit comme avant.
430093	Make solidarity and equal rights the cornerstone of public policy.	429947	Faire de la solidarité et de l’égalité des droits la pierre angulaire de l'action publique.
3527969	You may never be able to walk again.	5998773	Vous ne serez peut-être plus jamais en mesure de marcher à nouveau.
3557399	They aren't the kind of people you should want to be friends with.	3559373	Elles ne sont pas le genre de personnes avec lesquelles vous voudriez être ami.
60706	Please hold this ladder steady.	1683305	S'il te plaît, tiens cette échelle fermement.
3374653	That's why I love you.	4546100	C'est pour ça que je t'aime.
2300739	I can give you something for your pain.	5391049	Je peux vous donner quelque chose pour votre douleur.
2541801	I'm sorry if I embarrassed you.	4835650	Je suis désolée si je vous ai embarrassés.
1261493	You understand what I mean, don't you?	1261512	Vous comprenez ce que je veux dire, non ?
276404	Everybody knows that two and two make four.	1417838	Tout le monde sait que deux et deux font quatre.
9664417	Thank you for being available at any time of day.	8329308	Merci d'être disponible à n'importe quel moment de la journée.
1904813	I'm not even sure if this is my key.	1907860	Je ne suis même pas sûre que ce soit ma clé.
39242	I like nothing so much as to watch baseball games on television.	1398553	Rien ne me plaît mieux que de regarder des parties de baseball à la télévision.
3129887	That's the best thing that could happen to me.	5764603	C'est ce qui pourrait m'arriver de mieux.
1224618	I'll help you to the best of my ability.	464787	Je vous aiderai du mieux que je peux.
712965	The first naked woman I saw was in a National Geographic magazine.	802125	La première femme nue que j'ai vue se trouvait dans le magazine National Geographic.
294931	He likes anything sweet.	131789	Il aime tout ce qui est sucré.
1096357	The breakfast dishes were still in the sink.	1100039	Les effets du petit déjeuner étaient encore dans l'évier.
8668112	Sir, your wisdom is as great as your goodness.	4269465	Monsieur, votre sagesse est aussi grande que votre bonté.
3618507	I'm sure you can find another job.	9034960	Je suis sûr que tu peux trouver un autre travail.
1675583	I killed a god.	1675585	J'ai tué un dieu.
764179	I'm sorry but Paul called in sick and I'm going to need you to work his shift.	799663	Je suis désolé mais Paul s'est porté malade et j'aurais besoin que vous effectuiez sa garde.
71762	That building must be on fire.	1638444	Ce bâtiment doit être en feu.
6025984	Stop humming.	9252778	Arrête de fredonner.
4889930	Maybe Alex doesn't like me.	5814301	Peut-être que Alex ne m'aime pas.
3882546	You should call your parents more often.	4962102	Tu devrais appeler tes parents plus souvent.
252261	I would rather walk than wait for the next bus.	128144	Je préférerais marcher qu'attendre le prochain bus.
3273277	I really want to go away, far from the noises of the city.	3273278	J'ai très envie de m'en aller, loin des bruits de la ville.
1094244	Adam doesn't want to talk about his private life.	1281914	Adam ne veut pas parler de sa vie privée.
2030096	How did it go last night?	2031221	Comment ça s'est passé, cette nuit ?
3651703	I returned home at seven o'clock.	3643477	Je suis rentrée à la maison à sept heures.
1510	Uh... How's that working?	1365254	Euh... Comment ça fonctionne ?
1961573	I thought we were best friends.	4651861	Je pensais que nous étions les meilleures amies.
291522	He put the blame upon me.	330411	Il a dit que c'était de ma faute.
64479	You'd better eat everything that's on your plate.	1411698	Vous feriez mieux de manger tout ce qui est dans votre assiette.
2020446	I have to buy a new scanner.	7032420	Je dois acheter un nouveau scanner.
36855	She always takes her time in choosing her dress.	5701963	Elle prend toujours son temps pour choisir sa robe.
442733	Are these your things?	1415797	Ces choses sont-elles les vôtres ?
1109368	It's been a long time since I last spoke French.	1112434	Ça fait longtemps depuis la dernière fois que j'ai parlé français.
1860655	Keep out of my way.	1684691	Reste en dehors de mon chemin !
248701	We will have been studying English for five years next February.	7978	Cela va faire cinq ans que nous étudions l'anglais en février prochain.
4695538	Oliver makes more money than his parents.	6789228	Oliver gagne plus d'argent que ses parents.
2641043	Have you ever seen a tiger around here?	5369689	Avez-vous déjà vu un tigre par ici ?
2644678	What's your niece's name?	7793898	Comment s'appelle ta nièce ?
319292	My father is very tired.	2144558	Mon père est très fatigué.
6866302	The guy I lent my umbrella to didn't return it.	9729999	Le mec à qui j'ai prêté mon parapluie ne l'a pas rendu.
3732415	Jack didn't feel tired.	5599989	Jack ne s'est pas senti fatigué.
1886812	What are you guys up to?	2045681	Qu'avez-vous en tête, les mecs ?
436243	How old are you?	4190	Quel âge avez-vous ?
2408248	I think George has made a mistake.	2465124	Je pense que George a commi une erreur.
4219326	Why are rabbits' ears big?	4220440	Pourquoi les oreilles du lapin sont-elles grandes ?
297491	He bought me a nice camera.	132221	Il m'a acheté un joli appareil photo.
4006579	I've never liked that girl.	4007033	Je n'ai jamais aimé cette fille.
138868	Hello, how are you?	542215	Salut, comment vas-tu ?
3209661	I should not believe everything Jami tells me.	2321952	Je ne devrais pas croire tout ce que Jami me dit.
2390797	I really couldn't have done this without you.	2392203	Je n'aurais vraiment pas pu faire ça sans vous.
3744121	Don't worry. Everything's OK.	3745463	Ne t'en fais pas ! Tout est au poil.
8223452	Glad you're fine.	8223529	Content que tu ailles bien.
315730	She needs someone to talk to.	134539	Elle a besoin de quelqu'un à qui parler.
4502588	Thanks for being you.	7849219	Merci d'être toi.
252501	I saw a black cat run into the house.	7507	J'ai vu un chat noir courir dans la maison.
7521443	I know that you're coming.	7527229	Je sais que tu viens.
1682839	Not every country belongs to the U.N.	1684749	Tous les pays n'appartiennent pas à l'ONU.
38394	I think I'd better stay here.	12843	Je pense que je ferais mieux de rester ici.
1938911	I thought you'd gone and left me.	1939021	Je pensais que vous seriez partis et m'auriez quitté.
758900	I love my mother.	761485	J'aime ma mère.
2537078	I'm not sure I have enough time to clean my room before I go to school.	5685743	Je ne suis pas sûr d'avoir le temps de ranger ma chambre avant de partir à l'école.
605113	We're taking a crash course in first aid before our two-week trek through the mountains.	817712	Nous suivons un cours intensif de premiers soins avant notre expédition de deux semaines en montagne.
2635869	I'm not your dad.	1946433	Je ne suis pas ton père.
3686624	Can we forget that this just happened?	3690715	Pouvons-nous oublier que ça vient d'arriver ?
843923	Damn, I was wrong.	338411	Mince, je me suis trompé.
260600	I tried to listen to him carefully.	1365199	J'essayai de l'écouter avec attention.
26507	A beam of sunlight came through the clouds.	9872	Un rayon de soleil traversait les nuages.
575265	I had no visitors today.	3648979	Je n'ai pas eu de visiteurs aujourd'hui.
1797	There are 10 types of people in the world: those who understand binary, and those who don't.	3620	Il y a 10 sortes de gens dans le monde : ceux qui comprennent le binaire et ceux qui ne le comprennent pas.
2653151	I hear someone coming.	4960923	J'entends quelqu'un venir.
3713224	I don't remember where you live.	3713925	Je ne me rappelle pas où tu habites.
287741	His prediction might come true.	351174	Ses prédictions pourraient devenir réelles.
3391730	I was amazed at the audacity of the student to ask the lecturer such a personal question.	3485758	J'ai été estomaqué par l'audace de l'étudiante de poser à l'orateur une question aussi personnelle.
468253	I am an idiot! Kill me somebody!	473971	Je suis un idiot ! Tuez-moi, quelqu'un !
2387819	I need you to show me what you have in your bag.	3138712	J'ai besoin que tu me montres ce que tu as dans ton sac.
2892678	What're you talking about?	3873	De quoi parles-tu ?
312252	She found herself much alone.	134114	Elle s'est retrouvée bien seule.
3161806	Harry sent money to help Eva care for her children.	3658196	Harry a envoyé de l'argent pour aider Marie à prendre soin de ses enfants.
307059	They are disappointed in their son.	181111	Ils sont déçus par leur fils.
4021912	My car was wrecked in the crash.	4021915	Ma voiture a été détruite dans le crash.
317348	She succeeded in getting what she wanted.	139591	Elle a réussi à obtenir ce qu'elle voulait.
1553510	Don't try to blame this all on me.	1803422	N'essayez pas de me mettre tout ça sur le dos.
3820953	They're looking for a scapegoat.	5372004	Ils cherchent un bouc émissaire.
6329325	Sami played dead.	6329656	Sami jouait le mort.
473177	Hi, how are you?	767247	Salut. Comment vas-tu ?
29466	The candle went out by itself.	349903	La bougie s'est éteinte d'elle-même.
2755169	David has so many friends that he can't remember all their names.	1346410	David a tellement d'amies, qu'il ne peut même pas se rappeler de tous leurs noms.
17034	Your loving friend.	549382	Ton ami bien aimé.
265034	Do you mind if I ask you a question?	1011241	Je peux te poser une question?
1168087	It's like the world has already ended and we're all in Hell but haven't noticed yet.	1168089	C'est comme si le monde était déjà fini et que nous étions tous en enfer mais ne l'avions pas encore remarqué.
6552935	Is dinner ready, Mom?	6553357	Maman, est-ce que le dîner est prêt ?
518082	They searched high and low for the missing boy but to no avail.	545661	Ils ont cherché par monts et par vaux le garçon disparu, mais en vain.
1328252	The thief was apprehended this morning.	431296	Le voleur a été arrêté ce matin.
2243076	They came together.	8724384	Ils sont venus ensemble.
282520	You will be better off buying a new one than trying to fix it.	3673523	Tu ferais mieux d'en acheter un neuf plutôt que d'essayer de le réparer.
718463	Real friends stick together through thick and thin.	801660	Les vrais amis restent ensemble au travers des épreuves.
2315175	Adam is sleeping like a baby.	5667527	Adam dort comme un bébé.
290281	He is totally immersed in family life and has no wish to work.	336753	Il est complétement immergé dans sa vie de famille et n'a pas envie de travailler.
6329320	If you move, I'll kill you.	6329652	Si tu bouges, je te tue.
19695	Hurry, or you'll miss the train.	1561124	Dépêchez-vous ou vous manquerez le train.
1658269	Do good for a villain, he'll shit in your hand.	1590128	Fais du bien à un vilain, il te chie dans la main.
298517	He thinks he is somebody, but actually he is nobody.	132433	Il pense qu'il est quelqu'un, mais en réalité il n'est personne.
54108	A ball hit the back of my head while I was playing soccer.	406124	Un ballon a frappé l'arrière de ma tête lorsque je jouais au soccer.
1786153	I am happy that you are my friend.	1786570	Je suis content que tu sois mon ami.
4894366	Why are you making such a big deal out of it, huh? Just suck it up already!	7105910	Pourquoi en fais-tu tout un plat, hein? Ravale ton orgueil !
5217978	I knew my time would come.	5627032	Je savais que mon moment viendrait.
6285733	I use animals to instruct men.	6285731	Je me sers d'animaux pour instruire les hommes.
4565801	I have no idea what Charlie wants to do in life, supposing he wants to do something.	2966641	Je n'ai aucune idée de ce que Charlie veut faire dans la vie, à supposer qu'il veuille faire quelque chose.
4077426	William's wife is Canadian.	4080615	La femme de William est Canadienne.
454484	After the death of her parents, her grandparents took to her education.	453861	Après la mort de ses parents, ses grands-parents l'éduquèrent.
434766	Fuck!	482241	Merde !
3348216	Stupidity is also a natural talent.	1000750	La bêtise est aussi un don naturel.
1160544	We are pretty much in agreement.	10240	Je suis assez d'accord avec vous.
639390	Between the ages of 15 and 16, he grew three whole inches.	813995	Entre quinze et seize ans, il a grandi de trois pouces entiers.
4198363	When did you start writing songs?	4217676	Quand t'es-tu mis à écrire des chansons ?
1024591	William left the door unlocked.	1638698	William n'a pas verrouillé la porte.
1633863	She's a bit naive.	1634165	Elle est un peu niaise.
3799200	What's the matter, darling?	3799765	Qu'est-ce qu'il y a, chérie ?
325158	I'm still waiting for my breakfast. Bring it to me now, please.	457873	J'attends toujours mon petit déjeuner, veuillez me l'apporter maintenant.
1111533	There's someone I'd like you to meet.	1111534	Il y a quelqu'un que j'aimerais que vous rencontriez.
1687388	I have to be home tonight before it gets dark.	1688197	Je dois être chez moi ce soir avant qu'il ne fasse noir.
539138	Do you care to hazard a guess?	540783	Voudriez-vous hasarder une hypothèse ?
1936314	I'd like to thank everyone who helped.	2093654	J'aimerais remercier toutes celles qui ont aidé.
26229	Learning English is hard work.	9410130	Apprendre l'anglais est un travail pénible.
3292270	I don't wanna hear a word from you.	7029818	Je ne veux pas entendre un mot de ta part.
21404	I used to play tennis when I was a student.	495207	Je jouais au tennis quand j'étais étudiant.
2662895	It took us days to track down the problem.	9463779	Il nous a fallu des jours pour trouver le problème.
306342	They decided to put an end to the discussion.	2321938	Ils ont décidé de mettre un terme à la discussion.
3663996	Adam put his ear to the door in an effort to overhear what Emma was saying on the phone.	3954560	Adam mit son oreille contre la porte afin d'entendre ce que Marie disait au téléphone.
282561	The exhibition will be open for another month.	120110	L'exposition sera ouverte pour encore un mois.
2374155	I just woke up a few minutes ago.	7141632	Je me suis réveillé il y a seulement quelques minutes.
25497	I gotta keep on movin'.	8602915	Il me faut continuellement bouger.
2469	Ah! If I were rich, I'd buy myself a house in Spain.	4355	Ah ! Si j'étais riche, je m'achèterais une maison en Espagne.
7000264	Emma had never kissed anyone before.	7001316	Marie n'avait jamais embrassé quelqu'un auparavant.
1208792	I hope that you will accept my request.	1208960	J'espère que vous allez accepter ma demande.
2318138	I lost my keys somewhere yesterday.	1016814	J'ai perdu mes clés quelque part, hier.
1886427	Would you excuse me?	2036140	Voudrais-tu m'excuser ?
456693	She has a very pretty face.	888977	Elle a un très joli visage.
36279	See Naples and then die.	12996	Voir Naples et mourir.
7792012	Do you know how to turn this device on?	7815857	Est-ce que tu sais comment allumer cet appareil ?
886902	She advised him to go to the police station.	1372854	Elle lui conseilla d'aller au poste de police.
407581	Open your heart.	1736883	Ouvrez votre cœur !
3205947	He says appalling things.	4706250	Il dit des choses épouvantables.
2542030	I wasn't expecting you so soon.	2046381	Je ne vous attendais pas si tôt.
62815	With the approach of Christmas, business improved somewhat.	814434	À l'approche de Noël, le commerce a quelque peu repris.
2004547	I might have to come home late. In that case, I'll phone you.	2004860	Il se pourrait que je rentre tard chez moi. Dans ce cas, je vous téléphonerai.
804176	War began five years later.	1144684	La guerre commença cinq années après.
5716211	The holiday season is my favourite time of the year.	5716616	La saison des fêtes est ma période préférée de l'année.
28055	You must see a doctor.	8010576	Tu dois voir un docteur.
1979769	If you dream of starting your own business, but sit, enjoy yourself and don't do anything in that direction, you will not achieve anything.	1980052	Si tu rêves de lancer ta propre affaire mais que tu restes planté là à t'amuser et à ne rien faire pour cela, tu ne parviendras à rien.
2871399	He probably knows I like him.	6703310	Il sait probablement que je l'aime bien.
9164378	I'm thinking about something.	9164419	Je pense à quelque chose.
1311787	You're young.	1311827	Vous êtes jeunes.
718452	You never get a second chance to make a first impression.	801663	Une seconde chance de faire une première impression ne t'es jamais donnée.
5467372	I love teaching kids.	5857561	J'adore enseigner aux enfants.
5024088	George isn't a kid anymore.	5027864	George n'est plus un enfant.
437057	I want to pay with a credit card.	1240875	Je veux payer par carte de crédit.
2147	I'm crazy about you.	896334	Je suis fou de vous.
3824426	Muhammad drank the water that he was given.	5835035	Muhammad a bu l'eau qu'on lui avait donné.
1405074	How many times a week do you spend time doing fun stuff with your children?	1409506	Combien de fois par semaine passez-vous du temps à faire des choses amusantes avec vos enfants ?
5827232	Do you have a minute to talk?	7928280	As-tu une minute pour discuter ?
3722438	That's the part I don't like.	5959422	C'est la partie que je n'aime pas.
954856	You're the only person I know who doesn't take some kind of medicine at least once a week.	959347	Tu es la seule personne que je connaisse qui ne prend pas un médicament ou un autre au moins une fois par semaine.
887135	She gave him a piece of paper.	1348228	Elle lui a donné un morceau de papier.
953655	I think you should change your eating habits.	955695	Je pense que tu devrais changer tes habitudes alimentaires.
8135115	The Algerian security system works exactly like the Gestapo.	8135116	Le système de sécurité algérien fonctionne exactement comme la Guestapo.
1366448	It's good to talk and better to shut up.	920913	Il est bon de parler et meilleur de se taire.
6861646	Advice which is easy to carry out is the most useful.	6840738	Les conseils faciles à pratiquer sont les plus utiles.
3729720	They'd find a way to do whatever they want to do anyway.	4166616	Elles trouveraient moyen de faire ce qu'elles veulent, de toutes manières.
25718	Don't handle my books with dirty hands.	1444362	Ne touche pas mes livres avec des mains sales.
299552	He signed the check.	1718114	Il signa le chèque.
3724832	We're not here to talk about music, William.	3800308	On n'est pas là pour parler de musique, William.
2835777	Can we go inside?	5197492	Pouvons-nous aller à l'intérieur ?
2944325	She was shot in her sleep.	4672856	Elle a été abattue pendant son sommeil.
1596507	The wide range of products on offer really means that there is something for everyone.	1596575	La large gamme de produits proposés signifie que tout le monde trouve son compte.
1126665	That is mine. I don't know where his is.	1816685	Celui-là est le mien. Je ne sais pas où se trouve le sien.
55667	This is different from what I expected.	429681	C'est différent de ce à quoi je m'attendais.
7545292	James asked Monica to speak to you.	7564869	James a demandé à Monica de te parler.
1345384	I don't wish to steal the next speaker's thunder, so I'll finish at this point.	8975422	Je ne souhaite pas voler la vedette au prochain intervenant, je vais donc en rester là.
35567	Yes, I'm afraid so.	486268	Oui, je le crains.
9807172	Dance is the marriage of body and mind.	9807168	La danse est le mariage du corps et de l'esprit.
4272377	Be a dear and shut off the light.	4996989	Sois chou et éteins la lumière !
9237600	I am sorry that I shall not be able to be with you at Christmas as I had planned.	9521617	Je suis désolé de ne pas pouvoir être avec toi à Noël comme je l'avais prévu.
5350675	Did you close the window?	9667718	Avez-vous fermé la fenêtre ?
260953	I persuaded him to go to the party.	1365186	Je le convainquis de se rendre à la fête.
3424198	Your son is dating my daughter.	3661229	Ton fils sort avec ma fille.
975534	I can't go until he comes.	7956447	Je ne peux pas partir avant son arrivée.
28408	Please input your PIN number.	180326	Veuillez saisir votre code secret.
3588459	I wish I had married your sister instead of you.	5802285	Je souhaiterais m'être marié à ta sœur au lieu de toi.
417801	My eyes hurt.	746301	J'ai mal aux yeux.
287899	His story is much more interesting than hers.	488303	Son histoire est beaucoup plus intéressante que la sienne.
320750	My mother asked me to set the table.	135061	Ma mère m'a demandé de dresser la table.
1501479	The summer here is quite warm.	1503137	Ici, l'été est très chaud.
326406	It is important for old people to stay strong.	791334	Il est important que les personnes âgées restent fortes.
5342187	Three little girls are going to the skating rink.	5340509	Trois fillettes vont à la patinoire.
2848660	Are you Susie's husband?	3412050	Vous êtes le mari de Susie?
34421	Don't give up the fight.	1225609	N'abandonnez pas le combat !
328157	If I'm to become a regular, I have to work twice as hard as the rest.	9451727	Si je veux devenir un habitué, je dois travailler deux fois plus que les autres.
9712088	I was going to ask her out, but at the last moment my courage faltered.	9712090	J'allais lui demander de sortir avec moi, mais au dernier moment, mon courage a vacillé.
887606	She wrote him a long letter, but he didn't read it.	1393050	Elle lui écrivit une longue lettre mais il ne la lut pas.
22657	We stand for democracy.	3211593	Nous prenons la défense de la démocratie.
29809	How many people do you need for a rugby game?	13754	Combien de joueurs faut-il pour un match de rugby ?
18651	Take a short cut.	4626064	Prenez un raccourci !
3729603	This is child's play.	1223125	C'est un jeu d'enfant.
35984	Miss Nicholas swam from Dover on the English side to France in 8 hours and 58 minutes, then turned around and returned to England.	390268	Mademoiselle Nicolas a nagé depuis Dover en Angleterre jusqu'en France en 8 heures et 58 minutes. Elle a alors refait le chemin inverse.
5794340	I'm not scared of women.	5808198	Je n'ai pas peur des femmes.
7586856	That was supposed to be our little secret.	7644281	C'était censé être notre petit secret.
4501862	Some people started throwing rocks.	9009705	Des gens ont commencé à lancer des cailloux.
61029	I don't think this shirt goes with that red tie.	366862	Je ne pense pas que cette chemise aille avec cette cravate rouge.
733777	The nurse used a sphygmomanometer to check my blood pressure.	800759	L'infirmière utilisa un tensiomètre pour vérifier ma pression sanguine.
2577607	There is only one religion, though there are a hundred versions of it.	8458256	Il n'y a qu'une religion, même s'il y a en a cent versions.
3730770	See what happens when you tell the truth?	3979842	Vois-tu ce qui arrive lorsqu'on dit la vérité ?
7148957	Sami doesn't know who this lady is.	9794907	Sami ne sait pas qui est cette femme.
4080002	Oliver sits behind Catherine in French class.	4080499	Oliver est assis derrière Marie en cours de français.
3071476	Those pants are much too long. They almost touch the ground.	8944737	Ce pantalon est beaucoup trop long. Il touche presque le sol.
4471890	You look exhausted, mate. I think you need to take a break from writing.	4472047	Mec, t'as l'air crevé. Tu devrais arrêter d'écrire pour faire une pause.
2956821	Muhammad had a good reason for being late.	5418991	Muhammad avait une bonne raison d'être en retard.
289969	He is in trouble.	846047	Il a des problèmes.
6843096	I haven't yet met Alex's parents.	6843949	Je n'ai pas encore rencontré les parents de Alex.
67642	Every town in America has a library.	10551	Il y a une bibliothèque dans chaque ville étatsunienne.
913960	Trust me. It'll be plain sailing.	913967	Crois-moi. Ça va se passer en douceur.
51605	A Mr Smith came to see you.	11929	Un M. Smith est venu pour vous voir.
3756409	The man died waiting for an ambulance.	7358208	L'homme est mort en attendant l'ambulance.
42968	That's when we learned that the main post office was on fire and that they had kidnapped our president.	1420858	C'est alors que nous avons appris que la poste centrale était en feu et qu'ils avaient kidnappé notre président.
2367500	She gulped down half her tea in one mouthful.	2367722	Elle a avalé la moitié de son thé en une seule gorgée.
290043	He departed without so much as saying good bye.	2815057	Il est parti sans même dire au revoir.
275596	A university job would give you a lot more free time.	479768	Un travail universitaire vous donnerait bien plus de temps libre.
1152132	You are welcome here.	2934212	Vous êtes bienvenue ici.
1003906	We're a married couple.	399381	Nous sommes mariés.
281898	Either come in or go out.	129798	Soit tu rentres, soit tu sors.
4499454	I wish Muhammad wouldn't keep telling everyone I'm his brother.	5619294	J'aimerais que Muhammad arrête de dire à tout le monde que je suis son frère.
2249279	It's so stupid.	7769819	C'est si stupide.
1926032	Hello, Honey.	9020039	Bonjour, mon chéri.
1864722	Do not underestimate my power.	3277	Ne sous-estime pas ma puissance.
514726	Wow, that's a full rainbow all the way.	3521348	Boudiou ! C'est un vrai arc-en-ciel complet tout du long.
268915	Please turn off the light before you go to bed.	2049864	Je te prie d'éteindre la lumière avant d'aller au lit.
753331	It would be fantastic to have a zen garden in front of the house!	913577	Ce serait super d'avoir un jardin Zen devant la maison !
3454509	Store in a cool and dry place.	3469060	Conserver dans un endroit frais et sec.
858562	There is no answer to your question.	1021386	Il n'y a pas de réponse à votre question.
1587255	William seems to know the way.	6739772	William semble bien connaître le chemin.
63444	The poor boys were shivering with fear.	1466465	Les pauvres gosses tremblaient de peur.
1592686	A cost-effective way to explore the Solar System was to send thousands of robotic probes to scour celestial bodies for data.	1593855	Un moyen économique d'explorer le système solaire consistait à envoyer des milliers de sondes robotisées pour relever les données des corps célestes.
2645148	Why does Alex have a gun?	2859822	Pourquoi est-ce que Alex possède une arme à feu ?
3401537	There's a fine line between bravery and stupidity.	3414209	La frontière est ténue entre la bravoure et la stupidité.
954105	It's unlikely that our team will win.	1104235	Il est improbable que notre équipe gagne.
42774	It's an interesting piece of news.	135956	C'est une information intéressante.
685816	She moved to the USA because her father died some months after you went to France.	910558	Elle déménagea aux USA parce que son père mourut quelques mois après que vous fûtes allé en France.
273511	The captain was the last person to leave the sinking ship.	4523036	Le capitaine fut la dernière personne à quitter le navire qui sombrait.
6814209	Leave the credit card at home. We must save!	6373916	Laisse la carte de crédit à la maison, nous devons économiser !
245931	Children often hate spinach.	8148	Les enfants détestent souvent les épinards.
3384686	Whoa!	7957943	Oh, la vache !
6697226	Lord Carnarvon financed the excavation of Tutankhamun's tomb.	6697254	Lord Carnarvon finança les fouilles de la tombe de Toutânkhamon.
324436	Bring along your friend.	1329184	Amène ton amie.
1522630	Don't let the dog inside.	567435	Ne laisse pas entrer le chien.
2164592	Everybody ran outside.	2164816	Tout le monde courut dehors.
1611126	My friend only eats organic food.	1612472	Mon ami ne mange que de la nourriture bio.
5178402	Let's order a pizza.	7811316	Commandons une pizza.
19231	The hot sun baked the ground dry.	394407	Le soleil chaud brûlait le sol jusqu'à ce qu'il se dessèche.
1737427	You must think this is funny.	1737702	Tu dois penser que c'est amusant.
913941	Its conclusion is crystal clear.	913939	La conclusion en est limpide.
72414	Take this medicine every six hours.	5655094	Prenez ce médicament toutes les six heures.
2249760	Pick a date.	4625966	Choisis une date !
1520828	Gotta catch 'em all.	1521147	Il faut tous les attraper.
873112	The fact is, he broke the window.	6460997	Le fait est qu'il a cassé la fenêtre.
3001989	If you've got something to say, go ahead and say it.	3137894	Si tu as quelque chose à dire, vas-y et dis-le.
299671	He pretends to be enthusiastic when his boss is around.	496929	Il fait semblant d'être enthousiaste lorsque son patron est dans le coin.
1951966	I can't imagine living like that.	1962911	Je ne peux pas imaginer de vivre ainsi.
2288947	Don't lose your sense of humor.	2289923	Ne perdez pas votre sens de l'humour !
250366	My harsh words bruised her feeling.	236077	Mes mots acerbes l'ont blessée.
6855765	What's the point, after all, of leaving traces? Are the dinosaurs happier because we find their fossils?	2023127	À quoi sert, après tout, de laisser des traces ? Les dinosaures sont-ils plus heureux parce que nous retrouvons leurs fossiles ?
1869162	Asbestos is nasty stuff and it can cause lung cancer if you breathe in the dust	2567413	L'amiante est une cochonnerie qui peut provoquer un cancer du poumon si vous en inspirez la poussière.
6818504	Promise me that you'll help James.	6821243	Promettez-moi d'aider James.
1948	The king was tired of his sycophants always praising him, so he sent them away.	3766	Le roi en avait assez de ses courtisans le flattant toujours alors il les a renvoyés.
326200	Trains are running on schedule.	1351787	Les trains fonctionnent selon l'horaire.
1065424	If the phone rings again, I plan to ignore it.	1411876	Si le téléphone sonne encore, j'ai l'intention de l'ignorer.
254148	I was taken in by the salesman.	7177	Je me suis fait avoir par le vendeur.
1144623	Oscar is a decent sort of guy.	1147673	Oscar est un genre de type convenable.
57080	This book says the earliest man-made bridges date back to the New Stone Age.	437639	Ce livre dit que les premiers ponts remontent au Néolithique.
2275167	Don't anybody leave this room.	2589841	Que personne ne quitte cette pièce !
3258778	We ate lunch together and then we chatted for an hour.	3258777	Nous avons déjeuné ensemble et ensuite nous avons causé pendant une heure.
310008	She looks very charming, dressed in white.	14546	Je la trouve très attrayante habillée en blanc.
1040690	There's a small possibility that James will be arrested.	1130622	Il n'est pas certain que James ne soit pas arrêté.
2462305	If you need anything, you can call, alright?	2462309	Si vous avez besoin de quoi que ce soit, vous pouvez appeler, c'est d'accord ?
65069	My uncle lives near the school.	2576253	Mon oncle habite près de l'école.
5958425	I'm perfect for you.	8431989	Je suis parfaite pour toi.
1972643	Don't shoot.	1672982	Ne tire pas !
